,listing_id,label,probability,prediction
0,6846364,2,"[0.06326459882363812,0.2251790516881221,0.7115563494882398]",2.0
1,7028559,2,"[0.05578589539308633,0.21670256848381803,0.7275115361230957]",2.0
2,7071294,2,"[0.08286046201844263,0.25904522630787036,0.658094311673687]",2.0
3,7219135,2,"[0.15155664305304,0.3045321302449591,0.543911226702001]",2.0
4,6905001,2,"[0.05578589539308633,0.21670256848381803,0.7275115361230957]",2.0
5,7047246,2,"[0.05190361519874413,0.20849860840024684,0.739597776401009]",2.0
6,7022617,2,"[0.05578589539308633,0.21670256848381803,0.7275115361230957]",2.0
7,7059641,2,"[0.29876035611985374,0.2565201670105821,0.4447194768695641]",2.0
8,6883576,2,"[0.05578589539308633,0.21670256848381803,0.7275115361230957]",2.0
9,7001376,2,"[0.13225599914662953,0.3022231888589865,0.565520811994384]",2.0
10,6882213,2,"[0.06710826879357465,0.23410609210678376,0.6987856390996415]",2.0
11,7005244,2,"[0.05578589539308633,0.21670256848381803,0.7275115361230957]",2.0
12,6910673,2,"[0.13225599914662953,0.3022231888589865,0.565520811994384]",2.0
13,6963613,2,"[0.15155664305304,0.3045321302449591,0.543911226702001]",2.0
14,7149998,2,"[0.05190361519874413,0.20849860840024684,0.739597776401009]",2.0
15,6921691,2,"[0.08286046201844263,0.25904522630787036,0.658094311673687]",2.0
16,6858321,2,"[0.05190361519874413,0.20849860840024684,0.739597776401009]",2.0
17,6834018,2,"[0.13225599914662953,0.3022231888589865,0.565520811994384]",2.0
18,7136563,2,"[0.13225599914662953,0.3022231888589865,0.565520811994384]",2.0
19,7199793,2,"[0.05190361519874413,0.20849860840024684,0.739597776401009]",2.0
20,6872105,2,"[0.08286046201844263,0.25904522630787036,0.658094311673687]",2.0
21,7207036,2,"[0.05578589539308633,0.21670256848381803,0.7275115361230957]",2.0
22,7136000,2,"[0.08286046201844263,0.25904522630787036,0.658094311673687]",2.0
23,7136520,2,"[0.05190361519874413,0.20849860840024684,0.739597776401009]",2.0
24,6963040,2,"[0.29876035611985374,0.2565201670105821,0.4447194768695641]",2.0
25,7162430,2,"[0.3003151451542955,0.27360605182571274,0.4260788030199917]",2.0
26,6945818,2,"[0.05190361519874413,0.20849860840024684,0.739597776401009]",2.0
27,7052999,2,"[0.0890035502915009,0.26638211919760907,0.6446143305108901]",2.0
28,7120548,2,"[0.08286046201844263,0.25904522630787036,0.658094311673687]",2.0
29,7143634,2,"[0.05190361519874413,0.20849860840024684,0.739597776401009]",2.0
30,7059188,2,"[0.08286046201844263,0.25904522630787036,0.658094311673687]",2.0
31,6890131,2,"[0.08286046201844263,0.25904522630787036,0.658094311673687]",2.0
32,7148854,2,"[0.3785907234563392,0.3268653161651159,0.29454396037854497]",0.0
33,6912643,2,"[0.05190361519874413,0.20849860840024684,0.739597776401009]",2.0
34,6814249,2,"[0.0890035502915009,0.26638211919760907,0.6446143305108901]",2.0
35,6979966,2,"[0.05190361519874413,0.20849860840024684,0.739597776401009]",2.0
36,7198434,2,"[0.08286046201844263,0.25904522630787036,0.658094311673687]",2.0
37,6860169,2,"[0.0890035502915009,0.26638211919760907,0.6446143305108901]",2.0
38,7059693,2,"[0.05190361519874413,0.20849860840024684,0.739597776401009]",2.0
39,7125381,2,"[0.08770162415723713,0.28063950635654533,0.6316588694862174]",2.0
